HH Profile_ID,Referral Code,HH Profile_Status,Nb_Sub-profile_All,Nb_Sub-profile_Support,FirstOtp_Date,Registration_Date,Underwriting_Date,Update_Date,Completion_Date,Confirmation_Date,FirstOtp-Registration_Time,Registration-Underwriting_Time,Registration-Confirmation_Time,Registration-Calculation_Time,Calculation-Confirmation_Time,Scheme (AFF),AFF,Max Aff,Min Aff,EAS,Result,S01_Income,S02_Occupation,S03_Position,S04_School,S09_Electricity bill,S10_Nb_Members,S11_Phone brand,S13_Hospital,S15_Home ownership,S16_Urban type,S17_Residency,S18_Nb_Properties,S19_Private insurance,S20_Loan type,Q01_Income,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type,Q23_Nb_Dependents,Q24_High treament cost
260,12PTW,CONFIRMED,2,1,26/01/2024 21:58,26/01/2024 22:53,26/01/2024 23:05,02/02/2024 12:21,02/02/2024 12:13,02/02/2024 12:21,00:54:21,00:12:22,157:28:33,157:20:07,00:08:26,Able to afford with PAP scheme C,14.207775,15.4,10.2,3 (Middle),3.77073,1,1,1,1,5,5.8,5.4,5.4,1,2.6,1.8,0.2,0.2,0.2,95.7684,Nghỉ hưu,Không có / Chức vụ khác,Không,1.046.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
261,12PTW,CONFIRMED,4,4,27/01/2024 09:01,27/01/2024 09:30,27/01/2024 10:46,02/02/2024 19:09,02/02/2024 17:51,02/02/2024 19:09,00:28:29,01:15:41,153:38:38,152:20:54,01:17:44,Able to afford with PAP scheme C,4.1731486,5.1,0.1,1 (Very Low),1.81463,1,1.21,1.21,1,1.8,1.8,1.8,1.8,1.8,2.6,2.6,4.2,4.2,4.8,114,Làm nông,Không có / Chức vụ khác,Class 7,312.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,"Có khoản vay mua nhà, mua ô tô",0,0
263,24QY175,CONFIRMED,3,3,26/01/2024 09:08,27/01/2024 09:41,27/01/2024 10:46,04/02/2024 09:16,04/02/2024 09:12,04/02/2024 09:16,24:33:00,01:04:44,191:34:25,191:30:44,00:03:41,Able to afford with PAP scheme B,17.993332,20.3,15.4,4 (Upper-Middle),4.52925,3,3.63,4.83,3,3.8,4.2,4.6,4.6,3.8,5.4,4.6,3,3,3,320.55576,Chủ doanh nghiệp,Chủ doanh nghiệp,Class 7,169.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
264,5VMHN,CONFIRMED,4,4,27/01/2024 10:29,27/01/2024 10:46,27/01/2024 20:54,01/02/2024 17:57,01/02/2024 11:16,01/02/2024 17:57,00:17:03,10:07:49,127:11:16,120:30:02,06:41:14,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.77071,4,4.84,4.84,4,8,8,8.4,10,4.8,6.4,7.2,7.2,7.2,7.2,452.46,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,1.291.000,4,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
265,18UBNA,CONFIRMED,4,4,27/01/2024 10:42,27/01/2024 11:35,27/01/2024 22:46,30/01/2024 16:02,30/01/2024 15:58,30/01/2024 16:02,00:52:54,11:10:58,76:26:26,76:23:12,00:03:14,Able to afford with PAP scheme B,14.347247,15.4,10.2,3 (Middle),3.79755,3,3.63,3.63,3,3.8,3.8,3.8,3.8,3.8,5.4,4.6,3,3,3,319.842336,Bán buôn tự do,Nhân viên,Không,152.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
266,23UBHCM,CONFIRMED,2,2,27/01/2024 08:27,27/01/2024 13:10,27/01/2024 22:59,05/02/2024 08:39,02/02/2024 16:11,05/02/2024 08:39,04:42:36,09:49:22,211:28:43,147:01:02,64:27:41,Able to afford with PAP scheme C,5.087779,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.6,2.2,2.2,1.8,1.8,1.8,0.2,0.2,0.8,96,Công chức nhà nước,Nhân viên,Class 7,396.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
267,23UBHCM,CONFIRMED,2,2,27/01/2024 14:12,27/01/2024 14:34,27/01/2024 15:04,29/01/2024 12:20,29/01/2024 12:11,29/01/2024 12:20,00:21:14,00:30:14,45:46:10,45:37:09,00:09:01,Able to afford with PAP scheme B,16.786291,20.3,15.4,4 (Upper-Middle),4.28292,2,2.42,2.42,2.4,4.8,5.6,5.6,5.6,2.8,3.6,4.4,2.8,2.8,2.2,235.2,Công chức nhà nước,Không có / Chức vụ khác,Class 6,690.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,0,0
269,15198BCA,CONFIRMED,4,2,27/01/2024 22:17,27/01/2024 23:03,27/01/2024 23:03,30/01/2024 18:25,30/01/2024 18:16,30/01/2024 18:25,00:46:18,00:00:19,67:21:54,67:13:07,00:08:47,Able to afford with PAP scheme B,17.98142,20.3,15.4,4 (Upper-Middle),4.52682,2,2.42,2.42,2,4.4,4.4,4.8,4.8,2.8,4.4,12.4,10.8,10.8,10.8,164.28,Khác,Không có / Chức vụ khác,Class 7,626.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố khu khép kín,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
270,1BVK,CONFIRMED,4,4,27/01/2024 22:03,27/01/2024 23:05,27/01/2024 23:07,09/02/2024 15:05,06/02/2024 10:07,09/02/2024 15:04,01:02:21,00:01:37,303:59:17,227:01:54,76:57:23,Able to afford with PAP scheme A,41.138916,65.4,30.4,6 (High),6.29511,3,3.63,4.03,3.4,7.4,7.4,7.8,7.8,3.8,5.4,6.2,6.2,7.8,7.8,279.306,Bán buôn tự do,Quản lý cấp trung,Class 6,1.473.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
272,23UBHCM,CONFIRMED,2,2,27/01/2024 10:15,28/01/2024 10:44,28/01/2024 11:42,01/02/2024 15:09,01/02/2024 15:07,01/02/2024 15:09,24:29:45,00:57:17,100:25:02,100:22:58,00:02:04,Able to afford with PAP scheme B,14.740433,15.4,10.2,3 (Middle),3.87316,2,2.42,2.82,2,3.6,4.4,4.8,4.8,2.8,3.6,3.6,2,2,2.6,156,Công nhân nhà máy,Quản lý cấp trung,Class 7,543.000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản vay mua nhà, mua ô tô",0,0
273,5VMHN,CONFIRMED,2,2,26/01/2024 16:17,28/01/2024 11:38,28/01/2024 11:51,01/02/2024 18:05,01/02/2024 18:04,01/02/2024 18:05,43:20:55,00:12:24,102:27:05,102:26:10,00:00:55,Able to afford with PAP scheme A,33.68354,65.4,30.4,6 (High),6.09023,2,2.42,2.42,2,6,6.8,7.2,8.8,2.8,4.4,4.4,2.8,4.4,5,192,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,1.497.000,2,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác,0,0
274,12PTW,CONFIRMED,3,3,28/01/2024 16:25,28/01/2024 16:48,28/01/2024 21:18,02/02/2024 11:21,02/02/2024 11:15,02/02/2024 11:21,00:23:49,04:29:29,114:32:26,114:26:33,00:05:53,Able to afford with PAP scheme B,15.627024,20.3,15.4,4 (Upper-Middle),4.04633,2,2.42,2.42,2,4.4,4.8,5.2,5.2,2.8,3.6,3.6,3.6,3.6,4.2,228,Lao động tự do,Không có / Chức vụ khác,Class 7,636.000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác,0,0
276,3QD108,CONFIRMED,3,3,15/01/2024 16:20,28/01/2024 17:32,28/01/2024 21:22,02/02/2024 16:27,02/02/2024 16:20,02/02/2024 16:26,313:11:39,03:50:30,118:54:25,118:48:23,00:06:02,Able to afford with PAP scheme C,4.246318,5.1,0.1,1 (Very Low),1.82926,1,1.21,1.21,1,1.8,2.2,2.2,2.2,1.8,1.8,1.8,1.8,1.8,2.4,72,Làm nông,Không có / Chức vụ khác,Không,428.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác,0,0
277,23UBHCM,CONFIRMED,2,2,26/01/2024 13:12,28/01/2024 19:21,28/01/2024 21:25,02/02/2024 20:21,02/02/2024 14:31,02/02/2024 20:20,54:09:27,02:03:45,120:59:19,115:10:16,05:49:03,Able to afford with PAP scheme B,18.375782,20.3,15.4,4 (Upper-Middle),4.6073,3,3.63,3.63,3,4.6,5.4,5.4,5.4,3.8,4.6,4.6,3,3,3,273.204,Công chức nhà nước,Không có / Chức vụ khác,Class 7,482.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
278,3QD108,CONFIRMED,2,2,26/01/2024 15:50,28/01/2024 21:18,28/01/2024 21:31,29/01/2024 17:01,29/01/2024 16:09,29/01/2024 17:01,53:27:48,00:12:34,19:43:16,18:51:19,00:51:57,Able to afford with PAP scheme C,6.132415,10.2,5.1,2 (Low),2.20243,1,1.21,1.21,1,1.8,2.6,2.6,2.6,1.8,3.4,4.2,2.6,2.6,2,67.391376,Khác,Nhân viên,Class 7,369.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
279,23UBHCM,CONFIRMED,2,2,26/01/2024 20:58,28/01/2024 22:16,29/01/2024 09:21,06/02/2024 14:47,01/02/2024 15:05,06/02/2024 14:47,49:17:20,11:05:08,208:31:30,88:49:37,119:41:53,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.46827,4,4.84,4.84,4,8,8.8,9.2,9.2,4.8,6.4,7.2,7.2,8.8,8.8,397.2516,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Class 7,1.318.000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,0,0
280,3QD108,CONFIRMED,2,2,28/01/2024 22:38,28/01/2024 23:18,29/01/2024 09:28,30/01/2024 14:16,30/01/2024 14:13,30/01/2024 14:15,00:39:25,10:10:28,38:57:45,38:55:47,00:01:58,Able to afford with PAP scheme C,5.7841215,10.2,5.1,2 (Low),2.13414,1,1.21,1.21,1,1.8,2.6,2.2,2.2,1.8,3.4,3.4,1.8,1.8,1.2,73.44,Khác,Không có / Chức vụ khác,Không,143.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
281,1BVK,CONFIRMED,5,2,22/01/2024 20:06,28/01/2024 23:28,29/01/2024 09:41,04/02/2024 09:55,04/02/2024 09:51,04/02/2024 09:55,147:22:01,10:12:58,154:27:40,154:22:57,00:04:43,Able to afford with PAP scheme A,21.457659,30.4,20.3,5 (Upper),5.11462,3,3.63,3.63,3,6.2,5.8,6.2,6.2,3.8,5.4,5.4,3.8,3.8,3.2,326.121072,Công chức nhà nước,Nhân viên,Class 7,739.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay tiêu dùng,0,0
282,1BVK,CONFIRMED,2,2,29/01/2024 09:35,29/01/2024 10:08,29/01/2024 10:21,30/01/2024 15:14,30/01/2024 15:12,30/01/2024 15:14,00:33:23,00:12:15,29:05:08,29:03:49,00:01:19,Able to afford with PAP scheme C,10.100437,10.2,5.1,2 (Low),2.98048,2,2.42,2.42,2,2.8,3.6,3.2,3.2,2,2,1.2,-0.4,-0.4,-1,154.401036,Khác,Nhân viên,Class 7,314.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - 4 / 5,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
284,23UBHCM,CONFIRMED,4,2,26/01/2024 13:47,29/01/2024 10:46,29/01/2024 11:09,01/02/2024 15:03,01/02/2024 14:45,01/02/2024 15:03,68:58:22,00:23:22,76:17:23,75:59:45,00:17:38,Able to afford with PAP scheme B,14.943365,15.4,10.2,3 (Middle),3.91219,2,2.42,2.42,2,4.4,4.4,4.8,4.8,2.8,4.4,5.2,3.6,3.6,3.6,122.4,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,657.000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
285,23UBHCM,CONFIRMED,3,3,29/01/2024 10:14,29/01/2024 10:48,29/01/2024 10:55,29/01/2024 16:03,29/01/2024 16:03,29/01/2024 16:03,00:34:08,00:07:14,05:15:40,05:14:49,00:00:51,Able to afford with PAP scheme C,11.08776,15.4,10.2,3 (Middle),3.17072,2,2.42,2.42,2,2.8,3.2,3.2,3.2,2.8,4.4,5.2,6.8,6.8,6.8,144,Lao động tự do,Không có / Chức vụ khác,Không,350.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
286,34NDGD,CONFIRMED,2,2,29/01/2024 09:56,29/01/2024 11:07,29/01/2024 11:12,02/02/2024 12:26,02/02/2024 12:25,02/02/2024 12:26,01:11:07,00:05:06,97:19:05,97:17:31,00:01:34,Able to afford with PAP scheme B,16.18875,20.3,15.4,4 (Upper-Middle),4.16097,1,1.21,1.21,1,5,5.8,6.2,6.2,1.8,2.6,3.4,3.4,3.4,4,54,Lao động tự do,Không có / Chức vụ khác,Không,1.023.000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác,0,0
287,3QD108,CONFIRMED,3,2,20/01/2024 14:09,29/01/2024 12:04,29/01/2024 12:05,31/01/2024 14:46,31/01/2024 14:42,31/01/2024 14:46,213:55:18,00:00:59,50:41:19,50:37:43,00:03:36,Able to afford with PAP scheme C,11.163855,15.4,10.2,3 (Middle),3.18536,2,2.42,2.42,2,2.8,3.2,3.6,3.6,2.8,3.6,4.4,2.8,2.8,2.8,164.46768,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,278.000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
289,3QD108,CONFIRMED,3,3,29/01/2024 11:24,29/01/2024 12:36,29/01/2024 12:46,31/01/2024 19:46,29/01/2024 17:38,29/01/2024 17:40,01:12:31,00:09:28,05:03:37,05:02:07,00:01:30,Able to afford with PAP scheme C,11.404847,15.4,10.2,3 (Middle),3.2317,1,1.21,1.21,1,4.2,4.6,4.2,4.2,1.8,3.4,3.4,1.8,1.8,1.8,72,Khác,Không có / Chức vụ khác,Không,810.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
290,23UBHCM,CONFIRMED,3,3,29/01/2024 09:25,29/01/2024 13:19,29/01/2024 13:48,30/01/2024 11:47,30/01/2024 11:00,30/01/2024 11:01,03:53:48,00:28:33,21:41:33,21:40:51,00:00:42,Able to afford with PAP scheme C,9.329222,10.2,5.1,2 (Low),2.82926,2,2.42,2.42,2,2.8,3.2,3.2,3.2,2.8,2.8,2.8,2.8,2.8,2.8,162.744,Làm nông,Không có / Chức vụ khác,Không,252.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
291,23UBHCM,CONFIRMED,4,4,29/01/2024 13:31,29/01/2024 14:00,29/01/2024 14:11,30/01/2024 12:29,30/01/2024 12:09,30/01/2024 12:29,00:29:07,00:11:10,22:28:38,22:09:22,00:19:16,Able to afford with PAP scheme A,18.889668,20.3,15.4,4 (Upper-Middle),4.71218,4,4.84,4.84,4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,3.2,3.2,3.2,416.4,Khác,Không có / Chức vụ khác,Không,336.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
292,23UBHCM,CONFIRMED,3,3,29/01/2024 13:58,29/01/2024 14:40,29/01/2024 15:11,30/01/2024 14:16,30/01/2024 14:08,30/01/2024 14:16,00:41:31,00:31:43,23:36:30,23:28:14,00:08:16,Able to afford with PAP scheme C,10.025807,10.2,5.1,2 (Low),2.96584,2,2.42,2.42,2,2.8,3.2,3.2,3.2,2.8,4.4,4.4,4.4,4.4,4.4,162,Khác,Không có / Chức vụ khác,Không,258.000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
293,1BVK,CONFIRMED,5,5,17/01/2024 17:53,29/01/2024 14:50,29/01/2024 15:17,31/01/2024 16:26,31/01/2024 16:24,31/01/2024 16:26,284:56:58,00:26:36,49:35:48,49:34:06,00:01:42,Able to afford with PAP scheme A,19.558937,20.3,15.4,4 (Upper-Middle),4.84876,4,4.84,4.84,4,4.8,4.4,4.8,4.8,4.8,6.4,6.4,4.8,4.8,4.2,360.672,Lao động tự do,Nhân viên,Class 7,421.000,>4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
294,23UBHCM,CONFIRMING,4,4,29/01/2024 14:37,29/01/2024 15:02,29/01/2024 15:14,02/02/2024 15:05,02/02/2024 15:05,,00:25:54,00:11:56,,96:02:50,,Able to afford with PAP scheme B,18.44751,20.3,15.4,4 (Upper-Middle),4.62194,2,2.42,2.42,2,6,6,6,6,2.8,4.4,5.2,5.2,5.2,5.8,120,Khác,Không có / Chức vụ khác,Không,3.100.000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác,0,0
295,12PTW,CONFIRMED,2,2,29/01/2024 15:14,29/01/2024 15:27,29/01/2024 16:24,03/02/2024 17:02,03/02/2024 16:58,03/02/2024 17:02,00:13:11,00:57:05,121:34:32,121:30:59,00:03:33,Able to afford with PAP scheme C,12.305317,15.4,10.2,3 (Middle),3.40487,2,2.42,2.42,2,2.8,3.6,4,4,2.8,2.8,2.8,2.8,4.4,4.4,146.28,Công chức nhà nước,Không có / Chức vụ khác,Class 7,464.000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà tập thể,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào,1,0
296,23UBHCM,CONFIRMED,3,3,29/01/2024 14:26,29/01/2024 16:02,29/01/2024 16:19,05/02/2024 19:55,31/01/2024 10:48,05/02/2024 19:55,01:35:28,00:17:03,171:53:40,42:46:11,129:07:29,Able to afford with PAP scheme A,>=65,>=65,>=65,8 (Very High),8.35851,5,6.05,6.85,5,9,9.4,9.8,9.8,5.8,7.4,8.2,8.2,8.2,8.2,671.4,Bán buôn tự do,Giám đốc,Không,2.303.000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào,0,0
297,23UBHCM,CONFIRMED,5,5,29/01/2024 14:50,29/01/2024 16:10,29/01/2024 16:41,30/01/2024 14:10,30/01/2024 12:24,30/01/2024 14:10,01:19:16,00:31:22,21:59:49,20:14:18,01:45:31,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.22924,6,7.26,8.06,6.4,7.2,6.8,6.8,6.8,6.8,6.8,6.8,5.2,5.2,5.2,918.0876,Khác,Quản lý cấp cao,Class 6,199.000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
298,1BVK,CONFIRMED,4,4,29/01/2024 09:49,29/01/2024 16:10,29/01/2024 16:51,07/02/2024 12:09,07/02/2024 12:08,07/02/2024 12:09,06:21:27,00:40:37,211:58:20,211:57:41,00:00:39,Able to afford with PAP scheme C,3.990219,5.1,0.1,1 (Very Low),1.77804,1,1.21,1.21,1,1.8,1.8,2.2,2.2,1.8,1.8,1.8,0.2,0.2,0.2,32.4,Làm nông,Không có / Chức vụ khác,Không,200.000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
299,12PTW,CONFIRMED,2,1,29/01/2024 16:24,29/01/2024 16:42,29/01/2024 16:45,31/01/2024 09:02,30/01/2024 15:37,31/01/2024 09:02,00:17:09,00:03:08,40:20:46,22:55:18,17:25:28,Able to afford with PAP scheme C,5.087779,5.1,0.1,1 (Very Low),1.99756,1,1.21,1.21,1,1.8,2.6,2.6,2.6,1.8,1.8,1.8,0.2,0.2,-0.4,12,Làm nông,Không có / Chức vụ khác,Không,137.000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
302,1BVK,CONFIRMED,2,2,17/01/2024 13:39,29/01/2024 17:06,30/01/2024 00:02,02/02/2024 07:53,01/02/2024 17:52,02/02/2024 07:53,291:27:10,06:56:38,86:47:33,72:45:51,14:01:42,Able to afford with PAP scheme C,11.950193,15.4,10.2,3 (Middle),3.33658,2,2.42,2.42,2,2.8,3.6,4,4,2,3.6,2.8,1.2,1.2,1.2,153.6,Công chức nhà nước,Không có / Chức vụ khác,Class 7,390.000,2,Apple,Class 4,Không,Class - Special / 1,Thuê Phòng trọ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào,0,0
303,19UBDN,CONFIRMED,3,3,28/01/2024 10:33,29/01/2024 17:12,29/01/2024 23:57,02/02/2024 14:49,02/02/2024 14:48,02/02/2024 14:49,30:38:42,06:44:59,93:37:17,93:36:34,00:00:43,Able to afford with PAP scheme C,9.329222,10.2,5.1,2 (Low),2.82926,2,2.42,2.42,2,2.8,3.2,3.2,3.2,2,2.8,2.8,1.2,2.8,2.8,156,Lao động tự do,Không có / Chức vụ khác,Class 7,188.000,3,Samsung / Vivo / OPPO,Class 4,Không,Class - 2 / 3,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
304,23UBHCM,CONFIRMED,2,2,29/01/2024 16:37,29/01/2024 17:41,29/01/2024 23:59,02/02/2024 12:25,02/02/2024 12:21,02/02/2024 12:25,01:03:59,06:17:35,90:43:38,90:39:46,00:03:52,Able to afford with PAP scheme C,7.326556,10.2,5.1,2 (Low),2.43658,1,1.21,1.21,1,2.6,3.4,3,3,1.8,1.8,1.8,0.2,0.2,0.8,30,Làm nông,Không có / Chức vụ khác,Không,594.000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
305,23UBHCM,CONFIRMED,3,1,29/01/2024 17:56,29/01/2024 19:09,29/01/2024 23:53,31/01/2024 23:07,31/01/2024 18:10,31/01/2024 23:07,01:13:07,04:43:49,51:57:36,47:01:32,04:56:04,Able to afford with PAP scheme C,3.6487556,5.1,0.1,1 (Very Low),1.70975,1,1.21,1.21,1,1.8,2.2,1.8,1.8,1,1,1,-0.6,-0.6,-1.2,72,Lao động tự do,Không có / Chức vụ khác,Class 7,150.000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Không,,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí",0,0
306,5VMHN,CONFIRMED,4,4,29/01/2024 12:51,29/01/2024 19:13,29/01/2024 23:51,31/01/2024 11:36,31/01/2024 11:34,31/01/2024 11:35,06:21:42,04:37:41,40:22:26,40:21:26,00:01:00,Able to afford with PAP scheme A,>=65,>=65,>=65,7 (Very High),7.50486,5,6.05,6.05,5,6.6,6.6,7,8.6,5.8,7.4,8.2,6.6,8.2,8.2,502.524,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,556.000,4,Apple,Class 1,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào,0,0
307,23UBHCM,CONFIRMED,4,1,27/01/2024 11:15,29/01/2024 21:16,29/01/2024 23:48,04/02/2024 10:23,31/01/2024 14:27,04/02/2024 10:23,58:00:45,02:31:23,133:06:44,41:10:42,91:56:02,Able to afford with PAP scheme C,6.132415,10.2,5.1,2 (Low),2.20243,1,1.21,1.21,1,2.6,2.6,2.2,2.2,1.8,3.4,4.2,2.6,2.6,3.2,0,Khác,Không có / Chức vụ khác,Class 7,491.000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác,0,0
